Num_Acc,inverse_data,week_day,state,severity,weather,location,hrmn,lum,vehicle_type,vehicle_model,engine_size,driver_sex,driver_age,car_age,casualty_severity,casualty_age,casualty_sex,social_class,casualty_type,pedestrian_or_passenger,cause
AID0641,22-11-2023,S,HP,Moderate,Rain,Loc92,905,Night,Truck,Model16,2936,F,20,14,Serious,23,F,Middle,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0642,06-03-2023,T,OD,Moderate,Snow,Loc143,1611,Daylight,Car,Model34,956,M,51,6,Fatal,48,F,Working,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0643,07-04-2022,T,TN,Minor,Storm,Loc15,557,Night,Motorcycle,Model50,1464,F,24,18,Slight,2,F,Middle,Pedestrian,Passenger,Impacting Vehicle/Object
AID0644,30-10-2023,S,MN,Minor,Clear,Loc77,418,Twilight,Truck,Model43,2087,M,30,13,Serious,67,M,Working,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0645,25-04-2023,T,MZ,Minor,Clear,Loc30,234,Night,Motorcycle,Model5,2402,F,36,19,Serious,18,M,Middle,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0646,07-11-2022,S,RJ,Minor,Storm,Loc148,1836,Night,Truck,Model19,1808,M,58,10,Serious,60,F,Upper,Cyclist,Passenger,Impacting Vehicle/Object
AID0647,14-04-2022,T,HP,Minor,Fog,Loc166,2037,Daylight,Car,Model23,1629,F,38,17,Slight,11,F,Upper,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0648,23-12-2023,T,DL,Minor,Rain,Loc99,531,Night,Car,Model45,2107,M,61,7,Serious,55,M,Middle,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0649,06-04-2022,F,SK,Severe,Clear,Loc5,603,Night,Bus,Model27,1595,M,62,3,Fatal,25,M,Upper,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0650,13-07-2023,W,GA,Severe,Clear,Loc72,914,Daylight,Bus,Model34,877,M,39,13,Serious,24,M,Working,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0651,28-10-2023,S,RJ,Minor,Clear,Loc116,1259,Twilight,Car,Model40,1969,M,29,13,Serious,15,F,Upper,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0652,27-07-2023,M,BR,Severe,Clear,Loc188,449,Night,Motorcycle,Model47,2117,F,46,15,Slight,62,M,Working,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0653,19-03-2022,T,WB,Moderate,Rain,Loc198,727,Night,Car,Model2,2227,F,19,15,Serious,47,F,Upper,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0654,17-01-2023,W,JH,Severe,Fog,Loc71,1134,Twilight,Bus,Model24,1304,M,34,20,Slight,51,M,Upper,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0655,17-02-2022,W,WB,Moderate,Fog,Loc81,1,Night,Truck,Model22,1794,F,63,7,Fatal,20,F,Upper,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0656,11-01-2022,S,OD,Moderate,Storm,Loc38,2348,Daylight,Truck,Model45,2802,F,35,14,Serious,62,F,Middle,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0657,03-05-2022,M,AP,Severe,Rain,Loc82,121,Twilight,Motorcycle,Model9,1191,F,24,6,Fatal,50,M,Upper,Cyclist,Passenger,Impacting Vehicle/Object
AID0658,31-07-2022,F,UP,Severe,Fog,Loc165,510,Daylight,Car,Model21,2657,F,56,8,Serious,23,F,Upper,Cyclist,Passenger,Impacting Vehicle/Object
AID0659,02-04-2022,S,UP,Minor,Snow,Loc93,512,Twilight,Truck,Model8,2070,M,37,16,Fatal,13,M,Middle,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0660,24-04-2022,S,AP,Severe,Storm,Loc91,314,Daylight,Car,Model37,2300,F,67,10,Slight,78,M,Working,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0661,16-09-2023,S,OD,Severe,Storm,Loc80,950,Daylight,Bus,Model26,1373,F,32,16,Fatal,37,M,Upper,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0662,22-03-2022,S,KL,Severe,Clear,Loc140,610,Daylight,Car,Model48,2315,M,40,20,Fatal,47,M,Upper,Cyclist,Passenger,Impacting Vehicle/Object
AID0663,17-10-2022,W,DL,Moderate,Snow,Loc111,756,Twilight,Truck,Model6,1116,F,24,13,Serious,44,M,Upper,Cyclist,Passenger,Impacting Vehicle/Object
AID0664,13-05-2023,S,TN,Moderate,Snow,Loc113,718,Daylight,Bus,Model23,1969,F,52,10,Serious,27,F,Middle,Cyclist,Passenger,Impacting Vehicle/Object
AID0665,28-02-2022,S,WB,Moderate,Storm,Loc48,1832,Night,Truck,Model28,1076,M,67,10,Serious,61,M,Working,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0666,13-09-2023,T,UP,Severe,Fog,Loc82,1932,Night,Bus,Model30,1742,M,29,13,Serious,3,M,Middle,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0667,23-06-2023,F,NL,Moderate,Clear,Loc64,2104,Daylight,Motorcycle,Model33,2858,M,44,12,Serious,70,F,Working,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0668,08-09-2023,T,WB,Severe,Fog,Loc50,919,Twilight,Motorcycle,Model16,2712,M,19,8,Serious,47,M,Upper,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0669,08-08-2023,W,CG,Severe,Snow,Loc29,739,Night,Car,Model13,2066,M,62,2,Serious,30,F,Working,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0670,28-07-2023,T,AP,Severe,Clear,Loc175,2028,Daylight,Truck,Model42,925,M,33,16,Serious,30,F,Working,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0671,23-03-2022,T,ML,Moderate,Snow,Loc80,1042,Night,Bus,Model15,2797,F,34,18,Fatal,14,F,Middle,Cyclist,Passenger,Impacting Vehicle/Object
AID0672,16-03-2022,M,GJ,Minor,Clear,Loc75,1200,Twilight,Bus,Model18,1899,F,38,14,Fatal,51,F,Upper,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0673,11-07-2022,M,AS,Moderate,Clear,Loc73,1720,Daylight,Car,Model16,2363,M,41,16,Serious,46,F,Upper,Pedestrian,Passenger,Impacting Vehicle/Object
AID0674,27-12-2023,S,AR,Moderate,Clear,Loc157,1510,Twilight,Car,Model35,1328,F,57,11,Slight,74,F,Middle,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0675,19-10-2022,W,CG,Moderate,Storm,Loc182,429,Daylight,Bus,Model21,841,F,40,12,Serious,72,M,Upper,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0676,21-04-2022,W,UP,Minor,Storm,Loc120,1600,Daylight,Truck,Model49,1501,M,31,2,Serious,20,M,Working,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0677,17-02-2022,S,ML,Moderate,Snow,Loc118,2227,Daylight,Car,Model40,2839,F,69,14,Slight,7,M,Middle,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0678,09-10-2022,T,KL,Minor,Storm,Loc163,207,Night,Motorcycle,Model48,943,M,33,10,Fatal,58,M,Working,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0679,12-12-2022,T,MZ,Minor,Fog,Loc134,1640,Twilight,Bus,Model3,1271,M,24,4,Serious,71,F,Working,Car Passenger,Passenger,Impacting Vehicle/Object
AID0680,07-01-2023,T,PB,Moderate,Fog,Loc124,1129,Twilight,Motorcycle,Model8,2104,M,59,16,Serious,36,F,Upper,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0681,28-07-2023,T,CG,Severe,Clear,Loc16,2151,Daylight,Truck,Model18,2910,M,60,10,Fatal,27,F,Working,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0682,14-05-2023,W,DL,Moderate,Storm,Loc80,1804,Daylight,Bus,Model22,1273,M,57,7,Serious,24,F,Middle,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0683,29-12-2023,S,WB,Minor,Snow,Loc90,6,Twilight,Motorcycle,Model29,1917,F,56,16,Slight,14,M,Upper,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0684,09-10-2022,F,AS,Minor,Rain,Loc63,1055,Night,Motorcycle,Model34,1874,F,70,6,Serious,28,M,Working,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0685,05-01-2022,T,GJ,Minor,Fog,Loc111,2249,Twilight,Truck,Model4,2819,M,20,19,Slight,1,M,Working,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0686,21-11-2023,F,MN,Severe,Storm,Loc192,1104,Night,Bus,Model22,1575,F,19,0,Serious,46,M,Working,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0687,10-05-2023,W,UP,Moderate,Snow,Loc157,1209,Night,Motorcycle,Model20,1922,F,45,11,Serious,71,M,Middle,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0688,24-02-2022,S,DL,Severe,Snow,Loc117,953,Daylight,Truck,Model15,1906,F,58,9,Fatal,65,M,Working,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0689,27-06-2022,T,RJ,Severe,Rain,Loc19,2020,Night,Truck,Model40,1877,F,47,20,Fatal,36,F,Working,Cyclist,Passenger,Impacting Vehicle/Object
AID0690,27-03-2022,F,AP,Severe,Storm,Loc92,1403,Daylight,Car,Model22,2461,F,31,7,Slight,40,M,Middle,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0691,07-11-2023,T,DL,Severe,Rain,Loc47,52,Twilight,Motorcycle,Model14,1626,M,64,0,Serious,80,F,Upper,Car Passenger,Passenger,Impacting Vehicle/Object
AID0692,08-11-2023,F,HP,Moderate,Fog,Loc185,429,Daylight,Bus,Model34,1208,M,47,20,Slight,25,M,Upper,Car Passenger,Passenger,Impacting Vehicle/Object
AID0693,09-12-2023,S,MH,Moderate,Rain,Loc78,1456,Twilight,Car,Model2,1921,F,34,17,Serious,32,M,Upper,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0694,23-09-2022,S,PB,Severe,Storm,Loc114,2017,Night,Car,Model27,1815,F,63,8,Slight,41,M,Working,Pedestrian,Passenger,Impacting Vehicle/Object
AID0695,16-01-2022,F,HP,Moderate,Clear,Loc155,509,Daylight,Car,Model42,1922,M,59,20,Slight,2,M,Middle,Cyclist,Passenger,Impacting Vehicle/Object
AID0696,19-10-2023,T,AR,Severe,Rain,Loc88,1626,Night,Motorcycle,Model2,2242,F,33,2,Fatal,21,M,Upper,Car Passenger,Passenger,Impacting Vehicle/Object
AID0697,01-07-2023,W,HR,Moderate,Snow,Loc104,357,Daylight,Car,Model26,2536,F,25,6,Fatal,38,M,Middle,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0698,21-01-2023,T,TN,Severe,Storm,Loc179,1403,Twilight,Bus,Model48,2305,F,52,2,Slight,39,F,Upper,Cyclist,Passenger,Impacting Vehicle/Object
AID0699,16-01-2023,T,OD,Moderate,Fog,Loc195,716,Daylight,Truck,Model23,2702,F,60,19,Fatal,29,F,Middle,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0700,26-05-2023,F,UK,Minor,Clear,Loc44,1837,Twilight,Bus,Model29,1177,F,31,1,Slight,64,M,Working,Car Passenger,Passenger,Impacting Vehicle/Object
AID0701,05-02-2023,F,UP,Severe,Rain,Loc184,1726,Night,Motorcycle,Model32,1931,M,66,2,Fatal,22,M,Middle,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0702,26-04-2022,M,RJ,Minor,Rain,Loc91,741,Night,Car,Model42,2331,M,66,15,Fatal,57,F,Middle,Car Passenger,Passenger,Impacting Vehicle/Object
AID0703,21-03-2022,F,UK,Moderate,Storm,Loc41,412,Night,Truck,Model36,1770,F,49,13,Serious,20,M,Upper,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0704,18-11-2023,S,WB,Severe,Fog,Loc79,114,Twilight,Truck,Model45,1961,F,34,0,Fatal,38,M,Middle,Car Passenger,Passenger,Impacting Vehicle/Object
AID0705,27-07-2022,S,OD,Minor,Storm,Loc176,2039,Twilight,Bus,Model41,911,F,52,5,Serious,46,F,Working,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0706,03-10-2022,T,TR,Minor,Rain,Loc127,1706,Twilight,Bus,Model19,2790,F,64,7,Slight,24,M,Upper,Cyclist,Passenger,Impacting Vehicle/Object
AID0707,23-12-2022,T,AS,Severe,Snow,Loc114,315,Twilight,Truck,Model25,1573,F,64,2,Serious,60,M,Middle,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0708,06-08-2023,T,GA,Severe,Snow,Loc66,1448,Twilight,Car,Model36,2494,M,47,10,Fatal,55,F,Middle,Car Passenger,Passenger,Impacting Vehicle/Object
AID0709,11-09-2023,S,GJ,Severe,Snow,Loc108,2156,Daylight,Bus,Model5,1353,M,26,10,Serious,64,M,Working,Cyclist,Passenger,Impacting Vehicle/Object
AID0710,11-10-2022,W,RJ,Minor,Clear,Loc43,1919,Twilight,Motorcycle,Model35,1111,M,25,19,Fatal,80,F,Middle,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0711,11-10-2022,T,TR,Minor,Snow,Loc61,838,Night,Car,Model21,1376,M,27,19,Slight,13,F,Upper,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0712,22-08-2022,S,TR,Moderate,Fog,Loc71,2217,Night,Motorcycle,Model41,1500,M,24,15,Fatal,76,F,Upper,Pedestrian,Passenger,Impacting Vehicle/Object
AID0713,28-07-2023,W,CG,Minor,Rain,Loc185,12,Night,Car,Model20,2443,F,35,10,Fatal,53,M,Upper,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0714,14-09-2022,W,AR,Severe,Rain,Loc188,2359,Night,Truck,Model12,2651,M,48,3,Fatal,70,F,Working,Pedestrian,Passenger,Impacting Vehicle/Object
AID0715,08-01-2023,T,DL,Minor,Snow,Loc190,1533,Daylight,Bus,Model7,2956,F,43,10,Slight,62,F,Upper,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0716,01-06-2022,T,HR,Severe,Clear,Loc91,607,Night,Car,Model19,2327,F,32,10,Serious,9,F,Middle,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0717,26-08-2023,S,OD,Moderate,Clear,Loc56,458,Night,Bus,Model32,1953,M,42,12,Serious,60,M,Middle,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0718,30-07-2023,M,GJ,Minor,Rain,Loc166,2022,Twilight,Motorcycle,Model32,1769,F,60,10,Serious,25,F,Middle,Car Passenger,Passenger,Impacting Vehicle/Object
AID0719,29-01-2022,T,KL,Minor,Rain,Loc200,158,Twilight,Car,Model3,2126,F,56,17,Slight,68,M,Upper,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0720,31-05-2022,S,MN,Minor,Fog,Loc123,1918,Daylight,Truck,Model25,1070,F,61,9,Serious,69,F,Middle,Car Passenger,Passenger,Impacting Vehicle/Object
AID0721,28-03-2023,T,SK,Minor,Snow,Loc193,21,Night,Car,Model15,2259,F,62,7,Slight,78,M,Working,Pedestrian,Passenger,Impacting Vehicle/Object
AID0722,02-03-2023,M,MZ,Moderate,Clear,Loc192,455,Twilight,Motorcycle,Model32,1935,F,42,18,Slight,29,M,Working,Cyclist,Passenger,Impacting Vehicle/Object
AID0723,11-08-2022,S,ML,Moderate,Clear,Loc94,442,Night,Bus,Model1,1581,F,26,9,Slight,41,M,Middle,Cyclist,Passenger,Impacting Vehicle/Object
AID0724,16-02-2023,F,TN,Severe,Storm,Loc136,414,Twilight,Car,Model41,1025,F,49,4,Serious,48,F,Upper,Cyclist,Passenger,Impacting Vehicle/Object
AID0725,04-09-2022,T,UP,Moderate,Rain,Loc110,28,Daylight,Truck,Model40,1766,M,56,16,Slight,80,F,Middle,Cyclist,Passenger,Impacting Vehicle/Object
AID0726,14-09-2023,W,HR,Moderate,Snow,Loc53,2307,Night,Motorcycle,Model12,1690,M,28,15,Slight,42,M,Middle,Car Passenger,Passenger,Impacting Vehicle/Object
AID0727,28-09-2022,S,KA,Moderate,Storm,Loc22,415,Night,Motorcycle,Model31,2942,F,70,9,Fatal,26,F,Working,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0728,21-12-2023,F,GA,Minor,Storm,Loc50,1333,Twilight,Motorcycle,Model2,837,M,23,4,Slight,32,M,Upper,Pedestrian,Passenger,Impacting Vehicle/Object
AID0729,18-02-2023,T,DL,Severe,Storm,Loc131,2039,Twilight,Bus,Model46,2523,F,34,12,Slight,63,M,Middle,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0730,14-06-2023,S,ML,Moderate,Rain,Loc89,1758,Twilight,Bus,Model31,2429,M,51,9,Fatal,47,M,Working,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0731,27-09-2023,T,AS,Minor,Storm,Loc97,520,Night,Bus,Model19,2310,F,21,18,Fatal,42,M,Upper,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0732,28-07-2022,W,PB,Moderate,Storm,Loc157,216,Twilight,Motorcycle,Model16,867,M,52,16,Fatal,33,F,Middle,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0733,05-10-2023,S,GJ,Minor,Fog,Loc193,214,Night,Truck,Model46,1079,M,60,4,Slight,29,F,Working,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0734,22-05-2023,S,WB,Moderate,Clear,Loc39,553,Daylight,Bus,Model50,2027,M,67,14,Slight,36,F,Working,Cyclist,Passenger,Impacting Vehicle/Object
AID0735,18-06-2022,W,JH,Minor,Clear,Loc184,1928,Night,Car,Model48,2560,M,52,16,Serious,33,F,Upper,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0736,26-12-2022,F,OD,Moderate,Rain,Loc39,1649,Night,Car,Model37,1868,F,50,18,Fatal,8,F,Middle,Cyclist,Passenger,Impacting Vehicle/Object
AID0737,30-03-2022,S,DL,Moderate,Clear,Loc16,311,Daylight,Car,Model22,2215,M,21,11,Fatal,55,M,Middle,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0738,28-11-2023,W,GA,Severe,Clear,Loc153,1916,Daylight,Motorcycle,Model49,1014,F,30,12,Serious,40,F,Working,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0739,19-07-2023,T,WB,Moderate,Snow,Loc168,544,Twilight,Car,Model21,1873,M,66,13,Serious,69,F,Middle,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0740,10-07-2023,T,KL,Minor,Fog,Loc158,1943,Night,Bus,Model25,2972,F,64,3,Slight,75,M,Middle,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0741,06-06-2022,T,AS,Severe,Fog,Loc87,2105,Daylight,Motorcycle,Model18,1725,M,32,4,Slight,24,F,Middle,Pedestrian,Passenger,Impacting Vehicle/Object
AID0742,30-05-2023,W,KL,Minor,Storm,Loc172,2042,Night,Motorcycle,Model46,2730,F,41,16,Fatal,1,F,Upper,Pedestrian,Passenger,Impacting Vehicle/Object
AID0743,11-10-2023,T,MH,Minor,Snow,Loc76,139,Daylight,Car,Model23,2590,M,53,16,Serious,59,F,Middle,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0744,17-12-2022,T,PB,Minor,Fog,Loc88,351,Twilight,Truck,Model47,2762,F,67,1,Serious,38,F,Working,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0745,03-09-2022,F,KA,Minor,Storm,Loc166,1700,Daylight,Motorcycle,Model23,1424,F,34,13,Serious,71,F,Upper,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0746,14-02-2022,M,CG,Minor,Snow,Loc39,1146,Night,Motorcycle,Model22,2167,M,52,0,Slight,14,F,Working,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0747,22-09-2022,S,WB,Minor,Snow,Loc22,319,Twilight,Motorcycle,Model37,2480,F,69,9,Slight,44,F,Upper,Cyclist,Passenger,Impacting Vehicle/Object
AID0748,25-02-2023,S,KA,Severe,Fog,Loc17,1818,Night,Motorcycle,Model34,1274,F,39,13,Fatal,12,M,Upper,Cyclist,Passenger,Impacting Vehicle/Object
AID0749,04-10-2022,W,MH,Minor,Clear,Loc188,1446,Daylight,Motorcycle,Model46,2198,M,20,4,Serious,11,M,Upper,Cyclist,Passenger,Impacting Vehicle/Object
AID0750,07-08-2022,T,KA,Moderate,Clear,Loc65,1258,Twilight,Truck,Model2,995,M,37,1,Slight,77,F,Upper,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0751,09-12-2022,T,AP,Minor,Rain,Loc25,1824,Night,Motorcycle,Model40,1968,F,37,17,Serious,66,M,Working,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0752,03-10-2023,S,RJ,Minor,Storm,Loc54,628,Twilight,Motorcycle,Model32,910,M,70,4,Serious,7,F,Upper,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0753,18-04-2023,S,DL,Severe,Snow,Loc27,2117,Twilight,Motorcycle,Model11,2655,F,18,8,Fatal,72,M,Middle,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0754,27-02-2022,S,GJ,Severe,Fog,Loc77,1732,Twilight,Bus,Model50,1723,M,29,14,Serious,48,M,Working,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0755,03-04-2023,M,OD,Moderate,Rain,Loc24,445,Twilight,Motorcycle,Model13,1709,F,29,8,Fatal,74,F,Working,Pedestrian,Passenger,Impacting Vehicle/Object
AID0756,14-10-2022,T,KA,Severe,Clear,Loc192,2133,Daylight,Truck,Model49,837,F,48,17,Slight,74,F,Working,Car Passenger,Passenger,Impacting Vehicle/Object
AID0757,01-05-2022,W,NL,Severe,Fog,Loc104,632,Daylight,Car,Model19,868,M,51,8,Fatal,29,M,Working,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0758,08-04-2023,F,MH,Minor,Fog,Loc143,1301,Twilight,Truck,Model47,2946,M,38,1,Fatal,77,F,Upper,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0759,23-09-2022,W,AR,Minor,Rain,Loc32,259,Twilight,Bus,Model30,2026,F,68,15,Serious,46,M,Working,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0760,15-08-2022,T,ML,Minor,Clear,Loc137,1802,Night,Car,Model8,1956,M,58,17,Slight,58,M,Working,Pedestrian,Passenger,Impacting Vehicle/Object
AID0761,01-09-2023,T,AP,Minor,Rain,Loc153,223,Daylight,Car,Model20,2346,M,60,10,Serious,41,F,Middle,Cyclist,Passenger,Impacting Vehicle/Object
AID0762,18-05-2022,F,KA,Moderate,Storm,Loc154,906,Night,Car,Model18,2566,F,58,5,Fatal,71,F,Working,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0763,18-03-2023,S,DL,Severe,Storm,Loc63,1606,Twilight,Truck,Model36,928,M,62,14,Serious,72,F,Upper,Car Passenger,Passenger,Impacting Vehicle/Object
AID0764,20-07-2022,T,JH,Minor,Rain,Loc93,620,Night,Truck,Model47,1110,F,23,2,Slight,42,F,Middle,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0765,24-12-2023,T,DL,Moderate,Storm,Loc182,1443,Daylight,Truck,Model27,2577,F,48,11,Fatal,6,F,Upper,Car Passenger,Passenger,Impacting Vehicle/Object
AID0766,31-12-2023,S,GJ,Severe,Storm,Loc19,942,Daylight,Motorcycle,Model3,1714,F,26,17,Slight,47,F,Middle,Pedestrian,Passenger,Impacting Vehicle/Object
AID0767,03-01-2023,S,ML,Severe,Rain,Loc71,918,Night,Motorcycle,Model25,1273,M,33,4,Fatal,74,M,Middle,Pedestrian,Passenger,Impacting Vehicle/Object
AID0768,09-01-2022,S,TN,Severe,Storm,Loc16,1159,Night,Motorcycle,Model24,1970,F,37,3,Serious,80,F,Middle,Car Passenger,Passenger,Impacting Vehicle/Object
AID0769,11-03-2022,T,GJ,Minor,Rain,Loc114,2351,Twilight,Bus,Model34,1905,F,42,6,Serious,17,M,Working,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0770,03-09-2022,S,WB,Severe,Snow,Loc18,1317,Night,Bus,Model36,1350,M,51,20,Fatal,76,F,Upper,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0771,14-02-2022,S,DL,Severe,Fog,Loc30,118,Twilight,Car,Model48,2332,M,20,17,Serious,64,F,Working,Pedestrian,Passenger,Impacting Vehicle/Object
AID0772,22-04-2023,S,OD,Moderate,Fog,Loc182,237,Twilight,Bus,Model30,2242,F,45,10,Fatal,71,F,Upper,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0773,01-10-2023,T,RJ,Moderate,Storm,Loc35,1957,Daylight,Motorcycle,Model20,2338,F,57,11,Serious,7,M,Working,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0774,15-12-2023,T,BR,Severe,Fog,Loc139,132,Daylight,Car,Model33,2776,M,25,19,Slight,48,M,Upper,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0775,19-12-2022,T,MP,Severe,Rain,Loc144,2217,Daylight,Car,Model24,2624,F,33,9,Slight,20,F,Working,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0776,12-10-2023,S,GA,Severe,Rain,Loc4,1148,Twilight,Bus,Model7,1688,M,33,8,Fatal,74,F,Working,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0777,20-02-2022,F,NL,Minor,Snow,Loc48,1440,Daylight,Truck,Model7,1861,M,29,1,Serious,49,M,Upper,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0778,19-05-2023,S,UK,Minor,Clear,Loc146,1541,Night,Motorcycle,Model25,990,F,45,14,Fatal,60,F,Working,Car Passenger,Passenger,Impacting Vehicle/Object
AID0779,06-04-2023,M,UK,Minor,Rain,Loc53,1151,Daylight,Motorcycle,Model43,2141,M,61,6,Slight,35,M,Working,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0780,22-06-2023,S,GJ,Minor,Rain,Loc200,1721,Night,Motorcycle,Model9,891,M,23,5,Serious,29,F,Middle,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0781,29-11-2022,M,MN,Minor,Fog,Loc148,2042,Twilight,Truck,Model3,2839,F,63,18,Serious,57,M,Upper,Cyclist,Passenger,Impacting Vehicle/Object
AID0782,24-07-2023,M,NL,Severe,Clear,Loc43,228,Twilight,Car,Model10,2140,M,57,16,Serious,28,F,Working,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0783,13-11-2023,S,DL,Minor,Clear,Loc140,620,Night,Bus,Model18,1823,M,41,14,Slight,59,M,Middle,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0784,01-12-2022,S,TR,Minor,Snow,Loc199,1619,Night,Truck,Model43,1520,M,44,2,Slight,46,F,Upper,Pedestrian,Passenger,Impacting Vehicle/Object
AID0785,05-03-2022,M,NL,Minor,Clear,Loc46,1025,Night,Truck,Model26,1016,F,47,15,Serious,31,M,Middle,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0786,16-07-2023,T,AR,Severe,Rain,Loc96,2125,Daylight,Bus,Model38,1944,F,69,6,Fatal,62,F,Middle,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0787,03-07-2023,T,ML,Minor,Fog,Loc63,929,Daylight,Car,Model33,1138,F,35,2,Fatal,50,M,Upper,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0788,02-03-2023,S,MZ,Moderate,Storm,Loc192,2342,Twilight,Bus,Model26,1287,M,52,15,Slight,46,F,Working,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0789,10-08-2023,S,AP,Severe,Rain,Loc3,500,Daylight,Car,Model27,962,M,50,18,Fatal,1,M,Upper,Pedestrian,Passenger,Impacting Vehicle/Object
